Sjit_all,ct_dst_src_ltm_all,Dintpkt_ftp,sbytes_http,Sintpkt_http,dttl_smtp,Spkts_smtp,Djit_smtp,ackdat_ssh
6793382.466712,8410,3084.8441900000003,1573096.0,38889.119666,7746.0,13588.0,9433.078709,0.055439
7784675.868943,8126,2084.261956,1800264.0,42436.446347000005,6148.0,10993.0,3584.7802139999994,0.035234
8411973.219564,9278,3759.753478000001,2581224.0,52959.179215,5568.0,9984.0,2620.4370150000004,0.0248079999999999
6880611.771249,9029,2952.230898,1763172.0,37225.500095,5713.0,10272.0,2516.196777,0.030912
5230584.7317510005,8099,4709.280648,1685144.0,33375.776697,6729.0,12114.0,7658.174423,0.024877
5537794.194523,8011,2872.712205,1753226.0,36691.331068,6933.0,12509.0,5315.497847999999,0.020501
6683462.997052,8193,2135.036588,1671938.0,36224.983811,7047.0,12876.0,3645.563331,0.03931
6127059.703540999,8502,2001.3169860000005,1471308.0,38316.248375,6670.0,12142.0,3660.654385,0.021882
6306763.241513001,8902,3529.598011,1811528.0,37400.964447000006,6874.0,12203.0,5961.48933,0.010464
6388245.922584,8559,2585.418662,2025902.0,41986.700793,6322.0,11109.0,4124.941767,0.011302
7017640.417039,9027,3173.330949,1716242.0,39080.069481,6641.0,11908.0,3335.181145,0.013354
6101683.869197,9146,8322.972095000001,1551332.0,33838.665475,6003.0,10753.0,3175.233896,0.014828
5503456.281510001,8709,2027.905145,1335930.0,34509.9152,6061.0,10607.0,5011.378217,0.0454379999999999
5711770.851739999,8971,2167.4043330000004,2071940.0,40077.791409,6033.0,10724.0,3167.451468,0.04236
6035902.358475,8965,3033.2493389999995,1360342.0,32421.046618,6960.0,12477.0,4999.679521,0.02849
5360276.772993,8637,8067.787378000001,1816754.0,34647.125357,5858.0,10426.0,4717.864373,0.0193069999999999
6978275.109957,8818,4810.419529999999,1519910.0,37886.201758,6500.0,11457.0,5078.484327,0.005155
7269120.953135001,9183,3603.841405,1705218.0,35884.858085,6380.0,11310.0,3948.007404,0.008667
6845415.309668001,8780,1601.3946320000002,1577606.0,39383.023767,8004.0,14352.0,4950.538151000001,0.009263
7732045.427015,8711,3282.9967369999995,2342387.0,41737.667919,7453.0,13180.0,13128.531019,0.005129
7553287.42141,8874,23964.872528,2962084.0,51565.418432000006,7367.0,13060.0,4358.477921000001,0.008389
8665013.068895001,9820,85398.189621,1552145.0,41960.991421,6670.0,12198.0,4041.2442230000006,0.012801
8443215.703924999,9748,71415.828058,2242121.0,44637.406052,6931.0,12571.0,3727.232413,0.014322
6598055.565077,9637,23835.384417,1910382.0,39755.208453,5945.0,10487.0,5671.969814,0.013951
5838598.990772,8364,2587.181064,1890692.0,43142.359148,6236.0,11126.0,4622.408007999999,0.029226
5949296.340333,8325,3582.784862,1587084.0,37054.147193,6873.0,12310.0,5701.559346,0.019436
13850666.539924,34007,6830.425773000001,1752496.0,35919.231476,7134.0,12700.0,6224.130757,0.022433
57333869.09514201,128337,5060.605117,2139666.0,44333.802661,6613.0,11576.0,8597.512094999998,0.040829
69156030.052048,134216,5076.227358,1802687.0,66764.21218,6496.0,11632.0,3627.206113,0.0322039999999999
47422394.426241,117025,2573.973303,2396216.0,38953.578833,7395.0,13256.0,4758.897027,0.011266
8469668.096131999,20038,2678.4164090000004,2259470.0,41918.598073,7368.0,12964.0,8376.012496000001,0.0109839999999999
7418343.751032,8934,3016.530592,2287024.0,45080.008034,6844.0,12185.0,4238.924997,0.02618
7905388.522456,10131,2213.369546,1871588.0,40297.507203,7076.0,12688.0,4214.446662,0.0266999999999999
7890934.060689,9394,2405.868305000001,2255706.0,43227.719066,6382.0,11316.0,5768.768684000001,0.012598
7628584.849685001,8927,2548.828977,2029882.0,40708.318549,6322.0,11266.0,5173.739384,0.013397
6278940.312309001,8854,1988.670439,1860307.0,35175.12816,6931.0,12422.0,3718.175264,0.020575
6220225.060183,9086,1965.048417,2197936.0,40929.677893,5568.0,10060.0,2509.826862,0.032095
7587001.556303,8802,4387.739873,2058464.0,42365.591309,5597.0,10118.0,2339.838697,0.065031
5255843.594622,9003,3794.252796,1647052.0,35367.873307,6033.0,10784.0,2844.702888,0.066671
5115536.465933,8488,1350.2306870000002,1795753.0,34045.221204999994,6177.0,11076.0,3163.768071,0.04149
6218892.934726,12987,4143.543332,1790285.0,36054.439361,6815.0,12220.0,3957.055428,0.025868
7813916.108292,15857,2413.076465,1941278.0,37669.696582,6265.0,11310.0,3884.375362,0.0209309999999999
6902021.06728,11580,1763.881695,1988851.0,38772.452721,6612.0,12073.0,3885.511313,0.01713
6488225.844395,9229,6683.600041000001,1796787.0,37465.716892,6554.0,11812.0,3351.498753,0.017901
6794216.193365,9404,5018.504166000001,1654058.0,38486.224313,5104.0,9099.0,3252.337337,0.0092769999999999
5687021.969989,8630,5597.057067,1441456.0,34478.57991099999,6612.0,11781.0,5512.747252,0.008931
5638041.24186,8675,2334.956661,1886374.0,37033.933661,6960.0,12480.0,4619.762718,0.0546829999999999
6908733.866521,9100,4731.501746,1966882.0,40544.809285,7221.0,12948.0,4893.699316,0.038051
6828625.633551001,8745,3472.709095,2506320.0,50317.020629000006,7426.0,12781.0,6083.088378,0.013415
8136814.013779,9200,3870.1649039999993,1948693.0,42062.533642,7454.0,13349.0,4345.7525000000005,0.014852
8674226.21017,8638,1730.464463,2079136.0,46147.426363,6873.0,12324.0,3969.727265,0.0143269999999999
9281255.438786,9967,2807.813274,2215552.0,47083.224062,6293.0,11203.0,7526.872035,0.015684
6460676.667367,10377,6418.105573,1929518.0,38615.487503,6699.0,11973.0,4897.317088,0.0217029999999999
7199129.845405,9526,3214.914807,2050692.0,40751.831109,6989.0,12532.0,4269.962635,0.014652
7912305.775823,9015,8238.813689,1873786.0,42768.009261,6845.0,12345.0,3581.104633,0.0094829999999999
7577039.838725,8705,2984.811733,2013296.0,44172.668649,6817.0,12256.0,3139.3502430000003,0.004508
6977704.637742,8393,1417.139691,2230850.0,44508.43936800001,7279.0,13546.0,4515.097554,0.015631
6729097.867620001,8525,4499.523427,2188749.0,46047.860151,7772.0,14316.0,4322.21892,0.017116
7436564.619999,9437,1317.701366,1782174.0,37910.915398,8064.0,14276.0,6989.299998,0.018029
6390372.764686,9181,520.071026,1771650.0,42380.297139,6380.0,11354.0,3582.158275,0.0035009999999999
9663406.437316,9145,732.9277420000001,2176001.0,51485.101045,6322.0,11336.0,3131.8889550000004,0.0002839999999999
7006909.982635999,13439,1915.32634,1931553.0,44714.478729,5655.0,10140.0,3017.406738,0.031329
4916832.025563,14837,2135.961645,1935502.0,33533.148931,7540.0,13421.0,4809.811207999999,0.016646
6162754.374896999,14260,1791.248628,1746916.0,33869.44391,1479.0,2646.0,972.679418,0.011363
7049594.538322,12818,3282.718254,1740924.0,41231.542815,29.0,52.0,1.487203,0.00984
2282539.6027180003,4832,1789.76703,272710.0,6722.947953000002,87.0,156.0,26.871784,0.008038
1935167.674865,2071,2151.591781,38236.0,391.439383,87.0,156.0,34.796243000000004,0.004438
8184674.488011001,9510,4120.972535,18212.0,1153.811098,174.0,312.0,58.462821,0.025293
6947274.841286,8587,1823.54797,103078.0,543.4630549999999,6467.0,11596.0,3674.434577,0.035251
6575942.671634,8496,3268.6012560000004,23702.0,410.385098,6003.0,10764.0,3234.12058,0.037062
7662298.839246001,8880,3857.706051,1963938.0,38546.933371,6960.0,12436.0,4602.996321999999,0.038874
5798301.399498001,8724,4513.151456,1768308.0,36501.375766,7105.0,12844.0,6211.407229,0.036459
5907563.709914001,8749,4292.384347,1504088.0,35035.049747000005,8671.0,15860.0,6182.136459,0.040978
6976861.329588,9268,1960.168148,1821052.0,45299.571008,6989.0,12635.0,4107.668369999999,0.031916
9662250.513262,9481,3506.466232,2081570.0,50494.06223,5511.0,9806.0,5464.698626,0.025006
7692732.981556,9114,3597.821099,2067290.0,45426.424467,7076.0,12896.0,4030.370759,0.052303
6314476.140891,8136,3845.636521,1937017.0,34773.992088,6728.0,12188.0,4303.258983999999,0.019622
6033331.951953,8254,2517.5979720000005,1871452.0,41891.131308,6585.0,11744.0,3281.387294,0.0140799999999999
7602912.177921001,11134,2726.215192,2346486.0,44250.757832,5366.0,9701.0,6047.453715999999,0.047633
6033805.876989,12558,2608.602603,2015800.0,40465.572864,6322.0,11556.0,3425.017255,0.0372399999999999
5090701.309111,14688,9275.998864,1253890.0,30596.732438,8265.0,15104.0,6598.902434,0.0424539999999999
6547835.1581190005,13024,2758.7973269999998,1570460.0,38865.750888,6960.0,12530.0,4306.35839,0.023895
7632463.754379,9180,2075.972041,2286874.0,46503.865248,5859.0,10452.0,3011.507629,0.028789
7164336.115133,10843,2651.422568,1768077.0,41940.293909,6786.0,12168.0,3855.660557,0.025422
6918946.096948,10801,2607.7626670000004,1969011.0,41427.078203000005,6757.0,12116.0,3893.131808,0.0121409999999999
6013989.573424,9456,2423.0998420000005,1834018.0,36665.385971,6757.0,11936.0,3502.8706870000005,0.0137379999999999
8175512.880024999,10198,4795.466909000001,1758124.0,39203.934838,6960.0,12374.0,4019.31603,0.007709
6749679.873876,10008,2155.5914050000006,1823582.0,40869.185973,7656.0,13728.0,5290.058509,0.0055
6867750.185399,9938,1548.1772599999997,2142973.0,49627.873572,6293.0,11284.0,3061.0626139999995,0.0082819999999999
6697679.695723,9158,2501.905118,2242448.0,42151.32554,6293.0,11442.0,3829.146562,0.0132839999999999
6756880.784194,8355,4163.151862,1807710.0,42269.444054,6322.0,11456.0,3610.0190829999992,0.0036
5594486.444151999,10162,1012.165523,1368433.0,33916.057457,5336.0,9568.0,2939.20571,0.004834
6015830.96491,9601,1778.2271990000002,1643158.0,34995.405377,6467.0,11596.0,3490.24568,0.0075579999999999
5175595.14299,8770,2996.096752,1838084.0,35331.13121000001,7134.0,12631.0,4845.956181,0.0118049999999999
6036325.252592001,8820,2227.412759,2103772.0,41054.68974,5365.0,9620.0,2672.5417530000004,0.009693
6169517.357875001,9043,4380.1838960000005,1807977.0,40502.50339,5655.0,10140.0,2809.5145099999995,0.0088359999999999
6029002.1354330005,20047,3527.503874,1702386.0,29241.153209,5423.0,9724.0,2526.916116,0.0300259999999999
7671595.942642,26276,6126.657762999999,2270814.0,34123.091332,7105.0,12668.0,4347.188442999999,0.045336
5500772.953435,22383,4154.518587999999,2096124.0,35343.044045,7308.0,13104.0,4258.896626,0.018445
6562962.390624,9939,2310.789711,2289063.0,42906.816165,7221.0,12948.0,5428.690357,0.010504
7383274.564449999,10050,2831.1970920000003,2317968.0,46948.269467000006,6207.0,11047.0,2894.348119,0.0050089999999999
8138202.513065,10035,2040.540608,2208754.0,46756.856642,7598.0,13810.0,4992.752844000001,0.020241
7181276.106593001,10287,5715.390627,1635610.0,36691.530726,7801.0,14232.0,4755.143329,0.029257
8934218.175429001,9486,4189.154581999999,2646268.0,49027.992518,7163.0,12966.0,4777.363646,0.023379
9220339.412455,9556,1239.868917,2027604.0,51714.149653,5974.0,10872.0,3665.397247,0.018258
6631897.194738,9956,3355.9302730000004,1845178.0,43178.118276,6119.0,10972.0,3000.596892,0.04059
8350180.022428,9340,4499.13191,2322954.0,40886.636783,6121.0,10767.0,3663.876671,0.028973
5752227.591341999,8708,2422.602441,1735936.0,36977.216051,6670.0,11950.0,3965.546989,0.031705
7197123.015789,9128,2895.939715,2065837.0,41496.572417,6061.0,10868.0,3620.562825,0.0301439999999999
6288993.150041,8957,1181.265215,1767820.0,39387.50877300001,5945.0,10660.0,3455.7809159999997,0.020181
5687341.15285,8274,2519.7072230000003,1829940.0,36471.791421,7686.0,13592.0,7697.966989,0.0119619999999999
5989350.758891,8988,2915.260262,1570272.0,36866.825558,7395.0,13466.0,4961.979464,0.01819
9427028.660267,10620,3605.31815,2016046.0,43453.354563,6119.0,11046.0,3249.898102,0.035483
7510911.097779,10368,2745.655951,2110284.0,45398.025224,6265.0,11200.0,3464.244954,0.031753
7492588.050777,9231,2510.970029,1942262.0,38756.101614,7106.0,12736.0,3976.119527,0.028236
5121603.841143001,8601,2574.168313,1757929.0,36200.424174,6177.0,11076.0,2855.276334,0.0293699999999999
6026973.722990001,9696,1528.7385770000003,1814724.0,38505.58676599999,6989.0,12532.0,3564.801866,0.0192409999999999
6567244.461034,9062,1260.717805,2101276.0,42185.533437,7976.0,14166.0,8286.395529000001,0.029794
6709685.699467,9185,3234.7616740000003,2059586.0,42773.51481,6612.0,11856.0,3663.777516,0.020678
7948818.077251,8643,2111.546061,2225974.0,53010.666898,7395.0,13260.0,5535.7517960000005,0.0095729999999999
6820760.955885,8697,1338.0072119999998,2006668.0,45362.609852,6438.0,11544.0,2975.510719,0.006113
6892833.355232,8401,2758.036951,1984114.0,44009.114004,6583.0,11747.0,4180.958896,0.005382
5639053.407259,13680,4165.612367000001,2157426.0,37613.501123,6786.0,12168.0,4933.21615,0.023779
6898583.229069,20723,3674.500763,2427786.0,40957.503926,7192.0,12896.0,4404.717065999999,0.023674
6778920.505963,12778,5236.637551,2021192.0,39066.747354,6177.0,11064.0,3406.704664,0.018034
6529742.292598,8880,4712.997135,1629342.0,41101.118633,7279.0,13268.0,3700.399629,0.018646
5503497.903519,8634,7037.7017240000005,1540958.0,34814.632739,8642.0,15762.0,5690.214379,0.013813
6958131.82136,9972,4583.097032,1955096.0,44842.231744,6351.0,11386.0,3976.6576920000007,0.0044839999999999
7841202.895835,10977,4655.511715,2045954.0,48486.720168,6787.0,12059.0,4018.211025,0.003725
10086041.936859,23184,2419.799725,2664038.0,42142.546948,7192.0,12896.0,5551.093722,0.0246109999999999
9602463.595995,16052,748.7170589999998,2140087.0,39499.124441,7569.0,13572.0,4125.274208999999,0.051191
7281904.476447,9087,371.197737,1677624.0,41619.513238,5685.0,10103.0,4093.62133,0.0141199999999999
9799017.336903,14063,259.942451,2135178.0,42310.675881,6496.0,11648.0,3843.757667,0.546204
5885457.9031,10710,3274.8335839999995,1629530.0,31215.689873000003,6351.0,11388.0,3622.908805,0.037755
6585230.512157,8898,2816.71911,1695836.0,37434.044373,1972.0,3526.0,1126.307466,0.0125029999999999
5984122.906359,8815,1732.010495,1756518.0,36051.473486,2520.0,438.0,801.596498,0.013249
2646434.955443,3526,495.333775,338680.0,8577.209949,986.0,1768.0,27232.582382000004,0.022328
703846.092765,5586,2328.583949,46388.0,4257.968628,5800.0,10400.0,2972.092885,0.012951
228596.886768,270,2578.836702,840.0,25.514556,6003.0,10764.0,2370.220356,0.0083369999999999
46536.670142,137,1810.262236,461554.0,241277.180386,1479.0,2652.0,1351.8446259999998,0.029147
26706315.127975,4346,4105.461037000001,2043594.0,35592.007824,1943.0,3552.0,1275.5459400000002,0.044159
17547096.977554,27484,4634.452268,1940145.0,32420.073257,6612.0,12076.0,3397.484934,0.031689
6382304.621871999,14454,3624.157268,996003.0,7582.107268000001,6554.0,11994.0,3719.909538,0.009613
2803485.1813740004,7283,5639.856198,673392.0,11627.497767,6699.0,12234.0,3719.407655,0.021657
4943470.217258,2112,8065.222812,1816480.0,42646.804959,7627.0,13922.0,4685.026869,0.030214
6807910.11069,16255,1757.8224690000002,1477106.0,37037.485584,7337.0,13216.0,4742.935576000001,0.016163
7536110.980785,14365,2545.9444240000003,1655186.0,39669.281654,7134.0,12792.0,4603.737524,0.013175
7125408.442849001,14097,3607.948423,2700944.0,50273.865372,7279.0,13052.0,4881.608007000001,0.0326339999999999
8409782.246632,22969,4582.697283,2367140.0,43824.675588000006,7511.0,13468.0,5418.815106,0.02878
9961377.298437,17513,1744.4089749999998,1774118.0,40943.863847,6235.0,11368.0,2856.59684,0.035385
13935319.462995,17468,3584.240329,2447279.0,51306.773134,6380.0,11618.0,3263.687225,0.020703
12149648.889516,33122,2526.71133,2098782.0,48871.203338,8439.0,15132.0,6730.759012,0.0110749999999999
7469990.756069999,81919,3317.682266,1536764.0,37317.764419,8381.0,15028.0,6083.537841,0.007958
10316889.308532,37577,1756.9471170000004,1336916.0,36239.596065,6815.0,12220.0,5281.963269,0.015529
9326301.853093,27034,2379.726423,2015714.0,53211.014425,7076.0,12834.0,3739.502269,0.043975
12175642.57889,42568,1307.079943,4345865.0,55442.430642,6989.0,12764.0,4114.220499,0.03144
17792499.410885,49527,1621.584286,1485858.0,39895.368050000005,6670.0,11996.0,4223.066629999999,0.009661
6727118.222285001,57686,1319.3546769999998,1902318.0,43182.403719,6090.0,10920.0,3512.848376,0.0201449999999999
7575110.167071,44915,1402.2446960000002,1911136.0,56389.903388,6061.0,10868.0,2985.67526,0.027247
8359362.345043999,34032,4154.501705,2221362.0,108134.741936,6409.0,11492.0,3931.728926,0.0107719999999999
15317334.732883,28907,7825.30516,2255868.0,50577.329057,5887.0,10522.0,3358.2399370000003,0.548651
10676823.662652,17821,6374.438904,1818944.0,43426.42997,6264.0,11232.0,3287.637336,0.016271
5813590.154126,24051,12668.026412,1861954.0,40183.984004,6380.0,11440.0,3449.43592,0.014287
5548514.3142760005,17136,5331.790209999999,1410312.0,34048.760213,6264.0,11232.0,3008.351094,0.0109399999999999
4992822.901245,13304,3646.510566,2012310.0,38220.845862,6206.0,11128.0,2753.288916,0.033867
5932053.735359999,16924,7172.154387999999,1627230.0,37881.63039,6989.0,12532.0,4196.859763,0.033577
6201379.414602,14595,2666.785425,2141284.0,40267.948286,7569.0,13462.0,5626.996243,0.031806
6655312.652824,13994,8344.870449000002,3572400.0,42062.286548,7076.0,12688.0,4444.724449,0.033208
21688540.045527,17084,2195.910812,2578856.0,50630.646568,6438.0,11544.0,3940.3921960000007,0.0241499999999999
22488513.151821,17233,2923.1339850000004,2268628.0,43469.746418,6438.0,11544.0,3887.87309,0.013673
17525490.226496004,18348,1779.253321,1674884.0,42657.488168,7192.0,12896.0,3934.708592,0.005153
20408627.297057,21643,2569.003803,1825914.0,39223.07713600001,7772.0,13936.0,5492.401007,0.022125
20141319.952653,18893,6718.119761000001,1899714.0,38610.352921,8178.0,14664.0,6301.697885,0.048385
11480365.49462,23259,5548.129392999999,1556590.0,39018.503068000005,6728.0,12064.0,4527.749509,0.0662649999999999
6304594.688452,20854,8694.808062,2146686.0,45557.675554,6380.0,11440.0,4528.42579,0.021094
8813299.092511,16936,4582.853185,2387540.0,49018.365938,6554.0,11752.0,3953.322748000001,0.019556
8293798.306926,14523,3364.140881,2215026.0,42501.534183,6293.0,11284.0,3043.396854,0.030388
7771122.791781001,22486,2494.241234,2188040.0,42639.053844,7221.0,12948.0,4784.529606,0.047371
22840702.615405,13774,1912.449788,1886292.0,42222.211976,7163.0,12844.0,4451.580165,0.042133
10684342.938138,29001,2657.341327,2032446.0,39466.233508000005,7453.0,13364.0,4622.613891999999,0.046723
9212952.10683,260737,2323.683682,1922098.0,41288.77029,7656.0,13728.0,5871.588658000001,0.024812
8880079.298648,95699,2490.469691,2270956.0,44691.96851,7047.0,12636.0,5052.839126999999,0.019561
12872256.083793,61816,3019.764273999999,1979582.0,44648.413674,8352.0,14976.0,6198.727570999999,0.0353519999999999
14542728.905748002,108465,5739.219587,2984490.0,40137.539401,6496.0,11648.0,4409.700057,0.036759
10434628.454063,99691,3444.38215,2177634.0,41451.965025,6032.0,10816.0,2547.772671,0.027735
10947870.441438,152740,6304.093294,2916420.0,50643.52946799999,7685.0,14054.0,5409.356668,0.011796
9057624.741641,296061,7183.343514,1704318.0,57723.591539,6409.0,11704.0,3133.998799,0.012125
6941442.120973,167890,2434.438255,1786614.0,65024.606743,5916.0,10812.0,3074.015341,0.012312
15319344.510202998,108577,3417.505169,1779756.0,42726.566851,6496.0,11740.0,3894.40425,0.034812
22330723.273121,55766,5923.229367999999,2020604.0,61270.62487,6090.0,10920.0,3136.065576,0.553651
7631857.043523001,94598,4487.867906,1676602.0,52275.707527,6612.0,11856.0,3821.954567,0.016655
8285793.202362999,62690,4239.912519,1803166.0,40536.689193,6670.0,11960.0,3344.271375,0.003276
7530708.866928999,138535,3962.789427,1708878.0,37054.317634,6032.0,10816.0,4020.587144,0.004325
6063656.41032,169583,1791.74238,1741718.0,33969.249199,6061.0,10868.0,3342.027546,0.009711
7843198.652428,19890,3915.372223,1301334.0,36252.355276,6554.0,11752.0,3525.1289289999995,0.008878
6270942.580585,15227,3442.532074,3579982.0,38556.834572,6235.0,11180.0,3816.338715,0.004357
7966140.817245999,13992,1141.577801,1718204.0,35102.173927,6090.0,10920.0,2861.016133,0.009971
7420599.015513999,18282,1831.72117,1871522.0,37797.59666699999,7366.0,13208.0,4859.586082,0.0103249999999999
7417160.944415,13979,3393.243082,2082418.0,39492.593465,7859.0,14092.0,4929.190231,0.0122929999999999
16286732.172923,17142,1864.568189,2472216.0,42901.99486399999,8004.0,14300.0,5383.374411999999,0.013507
22146373.912686,18400,3377.7944840000005,2242244.0,46268.420208,6583.0,11962.0,3438.157131,0.0122569999999999
10884691.441809,15319,8846.039009,1708220.0,47180.350708000005,6583.0,11996.0,3501.630423,0.02409
7857424.981346,15252,1756.731574,2029840.0,43373.332614,6206.0,11132.0,4068.689718000001,0.016374
8186580.597549,19530,8339.553974,2216872.0,43899.727185,6612.0,11856.0,3545.690644,0.027528
6777288.702547999,14219,1339.378047,1631528.0,34864.160064,5858.0,10504.0,2615.8243810000004,0.0379039999999999
5678634.581058,20246,5468.898574,1696514.0,39124.46303700001,6554.0,11752.0,3239.622388,0.017192
7173640.100787,17378,4420.816828999999,1973518.0,39188.948893,6496.0,11648.0,3236.941457,0.0157619999999999
9449079.419096,19003,4121.250081,1975958.0,37373.499993,7917.0,14196.0,5944.832122,0.023458
7063763.709354,110067,4872.462517,2001670.0,38620.836144,7163.0,12844.0,4485.566830000001,0.009683
8554264.627022,61222,2654.595191,1505286.0,39987.535347,6815.0,12220.0,4201.501743000001,0.02285
7522959.29111,38566,1844.2913,2164762.0,47880.444225,7511.0,13468.0,4495.856471000001,0.052783
12096405.949169,38448,1236.6660509999997,1911020.0,43679.899781,7134.0,12792.0,5099.810374999999,0.036156
9984883.133342002,68302,1332.480159,2296377.0,39796.546883,6409.0,11492.0,3799.198641,0.019642
13617301.111394998,74539,4305.160921999999,1971450.0,42329.797145,6525.0,11674.0,3689.135584,0.020735
7843285.775273,103325,2247.784751,1919678.0,42939.905359,6322.0,11336.0,3573.60904,0.0184389999999999
9009654.314892,61712,3141.4094440000003,2324228.0,161296.66524,5655.0,10262.0,2318.569276,0.015487
13298699.994702,47064,2895.607592,1978014.0,57666.812235000005,6554.0,11846.0,3497.136791,0.01398
22065208.364568003,25397,7136.267297,2125696.0,60782.584555,6235.0,11230.0,2952.319953,0.5255169999999999
7919225.285902999,30995,5070.167306000001,1873584.0,40601.401155,6032.0,11008.0,3090.540976,0.03324
5793469.786123,48870,5225.187956,1747600.0,38693.579968,6409.0,11492.0,3038.276738,0.035528
6371495.147669001,50274,3600.164981,2166868.0,40763.829973,6322.0,11336.0,2788.634768,0.0113879999999999
6684254.781514,34381,4454.432782,2609434.0,41362.265672,6902.0,12376.0,4140.258378,0.0120229999999999
7118049.214541,16410,2681.8108139999995,1610666.0,31328.984372,7482.0,13416.0,5317.994731000001,0.016093
5773881.545743,18116,2602.97351,1820351.0,35547.23424800001,7540.0,13520.0,6343.67265,0.015618
9573037.727373,13824,2136.968278,2920194.0,43338.082784,7627.0,13676.0,5049.709987,0.016693
14116684.760871002,14289,1708.402548,2153734.0,42310.721823,7569.0,13572.0,4893.638899,0.013462
