sttl_ftp,Dintpkt_ftp,sbytes_http,sloss_http,Dintpkt_http,dttl_smtp,Djit_smtp,ackdat_ssh
3038.0,3700.733217,1397438,1013,19590.784657,5626.0,3329.288122,0.010917
1984.0,1167.758961,1511506,1116,22967.786296,5570.0,4193.184718,0.013356
2170.0,1096.9092389999998,1640399,1154,23682.250256,5539.0,4812.037298000001,0.012627
962.0,520.071026,1596502,1102,20042.37976,4611.0,2112.697246,0.0035009999999999
2759.0,1356.745651,971210,985,18726.091793,4379.0,2138.938485,0.0002839999999999
2697.0,1322.195789,1387242,1151,22241.422212,4379.0,2337.545765,0.005139
2604.0,1468.0855759999995,1627941,1303,27347.584431,4582.0,3159.94487,0.024528
2325.0,1202.9571099999998,1538509,1326,26511.060753,5394.0,3002.750444,0.014661
3007.0,1870.83461,1424496,1292,19765.145161,1479.0,972.679418,0.0066559999999999
3565.0,2528.22963,1250242,1110,15792.133505000002,58.0,2.318714,0.010074
1829.0,784.039975,1218856,1164,17327.313206,87.0,56.868806,0.007604
2821.0,1898.144761,1359122,1189,19856.960373,58.0,3.96771,0.005251
2604.0,2043.011872,1248996,1189,19884.966862,29.0,2.062943,0.004939
2728.0,2076.122617,272710,287,4743.339915,1276.0,565.4881369999999,0.0031639999999999
3007.0,2373.917924,41500,16,335.89749600000005,4959.0,2959.1480680000004,0.017172
2852.0,1696.872212,14948,27,726.034887,4408.0,2200.479733,0.0217619999999999
2325.0,2262.691033,62242,15,192.148442,4553.0,2587.184549,0.024853
3131.0,3890.349163,45784,19,345.098222,4872.0,3425.245822,0.029181
1891.0,748.769876,246456,194,3734.520563,4843.0,4477.305109999999,0.025705
3286.0,4505.7028390000005,1440032,1081,21188.707129,6322.0,5295.162926,0.027552
3069.0,3456.413182,1425100,1076,19848.108311,6061.0,3504.5378250000003,0.027227
2387.0,1091.5093729999996,1306948,973,17527.714821,4843.0,2843.605398,0.029678
2822.0,1607.152958,865770,883,17007.393547,4235.0,4951.779525000001,0.030847
2884.0,3118.655302,1178188,1143,22088.984209,4118.0,2266.540664,0.015587
2418.0,3295.07808,1790552,1433,29071.776198,5278.0,2863.941857,0.018319
3534.0,2272.586531,1487988,1220,23605.793159,4872.0,3317.90953,0.028784
3069.0,2180.5725,1418120,1180,24069.260252,5191.0,2642.63591,0.039146
2790.0,1420.857786,1381149,925,16908.008354999998,4178.0,5792.154059,0.0084219999999999
3069.0,2381.458523,1271990,970,18821.751245,3626.0,1426.6630510000002,0.0105199999999999
2790.0,1891.463526,1526030,1122,22421.868719,4466.0,2255.4987250000004,0.028394
2449.0,2153.3085359999995,1773400,1279,22724.183979,5481.0,4233.298432,0.029217
3875.0,7655.269121,1487040,1254,21161.558941,6032.0,4737.023797,0.027911
2573.0,2262.29268,1009296,1102,17046.636798,4872.0,2988.142473,0.032565
2666.0,2057.205018,997320,1057,15741.676205,4148.0,2006.431608,0.019073
2821.0,1908.555111,1055266,1150,17832.650109000002,4553.0,2306.688478,0.0192479999999999
3069.0,2354.9490120000005,1429414,1123,22294.187831,4959.0,2961.7015600000004,0.022897
1581.0,591.576458,1666816,1297,25705.389248,4988.0,3007.564426,0.018113
2852.0,2398.91318,1180929,1137,20420.895505,4785.0,2010.782558,0.014693
2945.0,2008.13793,1346393,1148,20636.208123,4930.0,2923.968999,0.0081409999999999
3596.0,4157.5297900000005,1432938,1068,19428.828514,4843.0,2605.669858,0.01193
3100.0,2034.296737,1306694,1066,19132.544368000003,5887.0,4754.44743,0.0049819999999999
2232.0,1036.9469829999998,1226748,1052,19145.78101,4727.0,2596.526315,0.005902
1953.0,1292.014543,1341802,1172,21737.553276,4495.0,1818.323252,0.003498
2325.0,1674.795536,1429263,1132,22077.017857,4408.0,2810.618022,0.006199
2945.0,1765.595668,1614570,1238,24513.479624,4988.0,3081.000239,0.007145
2573.0,3415.749207,1468434,1135,21573.428719000003,3973.0,2016.357322,0.0096569999999999
1674.0,633.564682,1621468,1183,22910.356330999995,3944.0,2286.437534,0.002436
2046.0,788.381353,1138952,1073,20273.078732,4640.0,2385.344917,0.0032289999999999
2604.0,1524.698198,898229,916,16304.466070000002,4814.0,3121.8814019999995,0.004067
2790.0,2652.043946,1099866,966,17300.230724,5191.0,3409.275666,0.005569
2728.0,1420.178317,1302126,962,17653.27755,3625.0,1575.943797,0.006541
3038.0,1645.6600770000002,1273078,981,18189.14076,4292.0,2454.641605,0.008292
3038.0,3319.647676,1465824,1117,20936.811538,3799.0,1575.9887480000002,0.0072039999999999
3039.0,3119.752144,1370922,1042,19130.243985,4002.0,1952.278822,0.006231
2635.0,1437.451669,1551593,1121,21197.094487,5046.0,3231.695112,0.0089979999999999
3782.0,5867.105305000001,1223264,1419,14829.032554,5249.0,2760.787844,0.035378
3317.0,2823.42339,1234352,1567,15574.869847,5278.0,3534.3090759999995,0.030667
2418.0,1379.169106,1771394,1666,17663.782967,5394.0,4087.037778,0.016674
3100.0,2119.28753,1509688,1316,18102.977406,4437.0,2279.823707,0.010622
2356.0,2191.580409,1625923,1114,19916.991582,4641.0,2274.872098,0.004884
2976.0,1940.169269,1669172,1266,25462.600891,5510.0,3752.31013,0.00308
2883.0,4168.06467,1546168,1254,23935.351832,5829.0,3495.50696,0.011866
3007.0,2531.353286,1662604,1256,23675.204347,5539.0,4163.098972,0.020425
2604.0,2317.330367,1180878,1022,18217.94519,4669.0,2495.207761,0.018234
2604.0,2247.607654000001,1481752,1131,20604.615232,4292.0,2902.572063,0.019468
2635.0,1242.6710739999996,1899672,1305,27196.815575,4263.0,2083.523294,0.011554
2325.0,2585.4940470000006,1355130,1308,26989.287976,4379.0,2065.15964,0.013114
3721.0,3996.992833,1749144,1359,26604.173314,4555.0,2884.865068,0.035827
2790.0,1206.143216,1198700,1080,19605.500101,4959.0,3016.776201,0.018557
2914.0,2499.047508,1675484,1100,20398.632634,3944.0,1986.758769,0.023555
2325.0,1907.765338,1294470,915,16553.976677,4524.0,2752.881263,0.021699
2232.0,1001.333511,1230542,1082,20615.51714,4582.0,2986.573047,0.0230669999999999
1798.0,753.0473999999999,1650293,1194,24186.135655,5598.0,6087.600297,0.016462
3348.0,2262.748567,1331112,1028,20022.917325,5365.0,3745.9014,0.0131059999999999
2790.0,2243.682225,984574,877,16887.873815,5365.0,3778.95692,0.008715
2976.0,1642.32662,1344136,905,16765.756242,4176.0,1833.564483,0.010518
3193.0,2878.690962,1135716,1028,20298.107829,4466.0,2336.377328,0.019026
2418.0,2174.8501640000004,1583718,1280,23854.085251,4497.0,2570.342644,0.026914
2759.0,1547.30921,1352548,1195,22671.555162,5365.0,3097.932733,0.022129
2945.0,2620.7620210000005,1585436,1248,23254.493716,4466.0,2069.014233,0.0217529999999999
2573.0,1277.3497330000002,1414414,1023,19539.005722,4698.0,2280.5206040000003,0.02076
2294.0,947.255709,1267440,977,18739.520962,5336.0,3829.815175,0.021112
2201.0,1236.837406,1351563,1000,17733.073677999997,5627.0,6060.984446999999,0.014263
2201.0,1684.5310860000002,1217540,1087,19906.037831,5017.0,2857.956576,0.0152209999999999
2945.0,2044.199287,1231082,1036,20313.5651,5104.0,2999.173274,0.0251979999999999
2635.0,1503.1835340000002,1719682,1113,21318.913057,5017.0,3776.670473,0.015303
2263.0,1135.282078,1573604,1161,23988.596759,4756.0,2198.60628,0.007724
2263.0,1242.797864,1425200,1255,27214.54544,4379.0,2371.449002,0.005168
2728.0,2162.494318,1864966,1241,25137.15321,4959.0,3481.33107,0.0043749999999999
3348.0,2904.424969999999,1039800,1065,22200.695769,4930.0,3603.192199,0.004946
3255.0,3318.413429,1597808,1082,21402.947339,5452.0,3537.421253,0.008729
2976.0,1891.248239,1476660,1247,19334.913059,4756.0,2690.9491040000003,0.01902
3379.0,4731.880755,1522548,1368,17108.552612,4118.0,2257.545295,0.01608
2883.0,2021.864371,1897854,1659,22578.783371,5452.0,2966.136047,0.018452
2852.0,3645.974752,1478952,1085,20363.206032,5945.0,3499.252813,0.0080069999999999
3596.0,6290.870304000001,1335554,1138,21720.09768,5887.0,3918.529247,0.0145139999999999
3255.0,3965.928963,1103290,996,18589.895256000003,4263.0,2481.079083,0.009747
2666.0,3498.847957,1021766,932,16678.472249,5134.0,3296.577509,0.0083879999999999
2759.0,2202.949223,1504102,1279,23772.45058,4785.0,3212.1480380000003,0.001642
2604.0,1491.5346399999996,1462642,1301,24358.239729,4988.0,3663.693094,0.01704
2449.0,1552.75867,1394808,1485,24126.273831,5771.0,3322.3046940000004,0.0288889999999999
310.0,371.197737,2114760,1746,21644.672408,5337.0,3572.087412,0.037417
186.0,211.397988,1422689,1307,19656.525337,3277.0,2103.100777,0.009044
2765.0,2681.3212809999995,1373424,1084,20979.868779,4698.0,2731.711486,0.5510860000000001
3701.0,2321.251359,1352792,1178,21635.263493,4727.0,2864.9913380000003,0.026855
4946.0,4820.738382,1681292,1424,22849.4755,3625.0,1909.670906,0.012989
3284.0,2334.362005,1484462,1301,21708.915414000003,2520.0,801.596498,0.008575
1891.0,1463.272791,745396,583,10700.870987,658.0,26962.609222000003,0.0106
3149.0,1390.470814,1372732,1040,19644.110486,8208.0,4183.695943999999,0.012773
3540.0,1996.568241,1289546,965,17760.908203,8857.0,3561.498562,0.016354
3608.0,2692.2856800000004,787718,720,13517.857475,8779.0,5318.113955000001,0.008337
4042.0,2323.588005,49926,102,5081.684905999998,2188.0,3146.450586,0.00593
3534.0,2925.189932,396568,386,183418.241427,5750.0,2568.2014349999995,0.0128029999999999
4929.0,4511.53232,1371112,1545,20109.309299,10717.0,3376.862519,0.129089
7493.0,3862.401428,1641438,1291,31119.818106,8788.0,3425.157273,0.030845
3472.0,3483.4811010000003,2137390,1372,26329.029959,10019.0,4368.036493,0.028008
3019.0,2249.71444,765855,443,7853.670808999999,9495.0,3733.878268,0.006287
9538.0,8904.588881,1044955,776,12668.034269,9861.0,4634.406852,0.008039
26412.0,17708.516119,1703221,1335,24923.906779,11036.0,4177.322327,0.0178519999999999
3354.0,2639.4575370000007,1377651,1267,22433.029755000003,11607.0,5688.257615,0.0660789999999999
2697.0,2094.6221870000004,1367479,1189,21811.475810000004,10706.0,4670.836886,0.0205239999999999
4203.0,3330.068595,1404014,1245,23569.18717,8496.0,4845.138394,0.0086389999999999
3379.0,3020.4726870000004,2168581,1569,28586.665907,10338.0,5865.375506,0.007714
3447.0,2866.274594,2083969,1583,29048.096662,10191.0,6777.766581,0.021428
4346.0,4964.484086,1650196,1348,24064.179405,9564.0,4839.816099,0.021204
2938.0,1452.546068,1317574,1267,22515.28586,10621.0,6124.830255000001,0.022077
3726.0,3066.000108999999,2512842,1770,40824.331889,10037.0,6565.233684000001,0.023804
4761.0,3731.230384,1599264,1257,25612.621068,11159.0,6439.518005,0.027262
3199.0,2398.012866,1655644,1396,31118.062490000004,9841.0,6400.429119,0.008074
4662.0,4643.599236,5823875,2810,24483.129825,11587.0,6414.02806,0.007987
2759.0,3419.942843,1400392,1192,24306.560805,8614.0,4287.945522,0.02596
3100.0,3852.590368,1123822,1178,27757.313097,11413.0,4871.890821000001,0.0053989999999999
3670.0,2890.242325,1624595,1498,32241.208329,11404.0,5618.429623,0.013744
2827.0,1676.824177,4296345,2626,44841.978276,9787.0,4817.243415999999,0.032083
2517.0,2210.312371,2153115,1466,25520.711098,10706.0,7307.404269000001,0.031229
4389.0,2427.898545,1342798,1271,24350.056575999995,7490.0,5640.521129999999,0.013316
2864.0,1232.149856,1587258,1330,26378.48625,8431.0,4853.771853,0.007417
2455.0,1218.9223109999998,1303450,1300,28185.616444,9399.0,4033.324638,0.011517
3596.0,2338.020683,1729236,1711,118269.269796,9767.0,3837.155198,0.0216059999999999
4011.0,3936.894544,1864166,1586,61280.439229,9080.0,5055.864222,0.0162059999999999
13893.0,13346.344970000002,1829927,1385,43283.845738,9109.0,3470.831983,0.008058
10039.0,9890.297492999998,1736400,1427,39794.28329400001,7771.0,3086.596433,0.010966
6936.0,8822.580595000001,1365504,1204,25344.914513,6908.0,3026.606883,0.5446329999999999
17535.0,25026.723189,1693937,1324,23217.313299,9312.0,3609.139475,0.009935
4222.0,4482.359036999999,2301520,1453,26455.256855,9118.0,4325.437461,0.010264
3348.0,3521.028744999999,1142838,1041,19370.783307,9022.0,7376.215984,0.009024
3385.0,2791.156989,1780807,1201,21322.03587,9892.0,6142.600713,0.008494
4513.0,7190.586784,1314414,1120,21000.820093,11007.0,7816.846003000001,0.023948
3478.0,2144.589104,1683674,1319,58142.861327000006,11897.0,7594.668615,0.029136
3949.0,5028.189918000002,1732437,1311,27387.910965000003,11578.0,5594.7204280000005,0.022348
4538.0,5947.0035020000005,3567566,2073,39260.838676,10358.0,4951.683493,0.0223039999999999
3472.0,2117.446235,3278283,2144,36337.827835,8382.0,3818.308615,0.025427
4030.0,2861.143629,2347981,1501,29481.588612,10639.0,4199.603439,0.096926
6185.0,2748.428702,1565228,1277,30163.063094,9649.0,3822.12279,0.014933
2951.0,1695.7048999999995,1455766,1309,26150.130927,10019.0,4268.37686,0.010884
4197.0,3667.852267,1391303,1249,23070.941584,10684.0,5407.964376,0.002316
2852.0,2143.181116,1550632,1475,21280.130074,9832.0,5635.778473,0.009348
30848.0,15335.37859,1771098,1574,22269.026153,11558.0,5277.768312,0.0161789999999999
3707.0,2213.431392,1249054,1300,22048.670211,10911.0,5348.514492,0.0474649999999999
4278.0,6877.122083,2063716,1571,24350.84828,9680.0,4537.893,0.042085
4538.0,7415.160586,1536114,1459,28023.444942,8342.0,4436.021691999999,0.048819
3602.0,3019.256221,1832120,1454,27848.070228,9952.0,5163.579833,0.010897
3261.0,2131.987544,1915109,1443,25768.021765,9002.0,4109.371809,0.008951
4687.0,4497.8710470000005,1543681,1179,22144.394272,9765.0,6492.529039,0.0205409999999999
4116.0,2199.765087,1696744,1265,24525.501371,10862.0,5273.052075,0.022761
3230.0,1771.222536,2177064,1535,50576.570964,10637.0,7497.659368,0.0315859999999999
3769.0,3016.531287,1737270,1259,28982.034057,10851.0,5202.681883,0.036692
3013.0,2028.127553,1436376,1205,23983.193364,8960.0,6352.388949,0.033675
3887.0,4638.642561,7273044,3405,28146.897912,11027.0,5701.315153,0.033231
3317.0,4599.889638999999,3465299,1949,27762.347639,10055.0,5426.922345000001,0.0524459999999999
3441.0,3334.220672,1599784,1245,29730.770335,12245.0,5967.197230000001,0.0159199999999999
4011.0,5317.605291000001,1813891,1414,28199.814013,10222.0,5646.209778,0.01468
4098.0,5695.700476999999,1992693,1555,33828.820046,11424.0,5385.311479,0.025473
3354.0,3611.747873,3732445,2066,28248.227285,9071.0,6133.803168,0.027174
4575.0,3141.917057,1593100,1245,24105.690403,10191.0,7336.875911999999,0.0273599999999999
4073.0,5757.308934000001,2277458,1519,29799.648566,8565.0,5762.264288,0.017187
4030.0,6580.041903000001,1821899,1400,28665.249793000003,8750.0,3206.115843,0.0086579999999999
4222.0,3413.978896,1274826,1412,62047.738165,7791.0,4478.464479,0.0082519999999999
3236.0,2609.649498,1463454,1214,51889.262589,10320.0,5690.7034220000005,0.0092749999999999
10205.0,7925.251574,1447667,1249,39514.954007,10077.0,4774.103642,0.008171
10770.0,8378.769551,1492828,1392,40695.166042,8692.0,3698.115851,0.017528
3447.0,4298.068128,1601970,1604,42716.983244,6859.0,3231.046518,0.5449870000000001
19467.0,22518.83133,1776079,1351,35023.357221,8846.0,3487.837963,0.029047
3168.0,1893.692216,2486167,1765,29413.664115,9390.0,4958.112036,0.013242
3379.0,4762.7723590000005,1295876,1067,20558.575653,8808.0,6774.476047,0.005048
3509.0,2027.9713030000005,1517551,1221,23238.004485,9526.0,6108.38961,0.002019
3769.0,1932.983839,1325480,1002,19059.02979,9689.0,8944.763359999999,0.003151
2759.0,1807.260378,1276704,1193,24534.75471,11328.0,9158.818807,0.006057
4352.0,4204.980440999999,1392138,1217,24796.504651,11192.0,6909.571595999999,0.008276
4916.0,2908.976895,4491434,2436,34054.562071,9361.0,5833.711483,0.0051909999999999
2573.0,2365.866269,1646655,1319,30983.439188,9060.0,3760.003257,0.002831
3658.0,2420.302775,2135513,1390,25488.023496,10666.0,5041.649406,0.085912
5584.0,3487.709714,1485116,1181,29423.534701,11654.0,4807.363551,0.0045049999999999
3552.0,2867.9930480000007,1644700,1177,25598.113487,9687.0,5196.994881,0.007466
3701.0,2939.826596,2065555,1367,29108.761665,10501.0,4098.146111,0.009116
2263.0,1733.909002,1671704,1269,24364.991084,8081.0,3790.423615,0.009796
27806.0,33228.340164,2174819,1576,27153.891214,10572.0,3456.99178,0.0090339999999999
7449.0,6171.056811000001,1522749,1464,28882.873599,10213.0,4714.121604,0.008884
2976.0,2318.81266,2010890,1467,24432.39688,11221.0,6976.625473,0.0860339999999999
2982.0,2957.890762,1408408,1310,23864.117503,8081.0,3456.488468,0.018092
5195.0,8830.74272,1826910,1315,25795.885090000003,9515.0,5968.366318,0.010291
3199.0,2155.5710190000004,1503519,1204,20999.402556,9399.0,3970.524492000001,0.015685
3131.0,2417.216499,1331991,1121,20522.726006,9118.0,4504.234258,0.0260989999999999
4445.0,6272.350459,1346098,1106,25102.645588,10271.0,6355.4691920000005,0.029472
4110.0,2918.879712,2637164,1666,30172.872847,10193.0,6862.195357999999,0.009761
3986.0,5028.503928,1494545,1216,28946.213881000003,11431.0,7664.490776,0.008692
4625.0,4972.77814,1647776,1094,21958.647751,9058.0,4788.469562,0.018626
4358.0,4270.823219999999,4371427,2329,25690.851896,11114.0,5677.386407,0.013969
3720.0,4484.422081999999,3813685,2046,26463.073907,8458.0,4280.733425,0.0067399999999999
3720.0,5098.64634,1336024,1254,29822.601428,11083.0,6647.337308,0.0695109999999999
3639.0,2879.108467,1621452,1360,33545.133913,10900.0,6435.270430999999,0.017804
2920.0,2197.585814,1704418,1484,38206.199027,11578.0,6359.9087850000005,0.04105
3416.0,2608.46311,4395291,2555,29554.712891000003,8324.0,4506.940221000001,0.032899
3534.0,4448.631740999999,1415530,1253,24063.256759,10416.0,8538.17941,0.017597
3868.0,1951.278839,1469976,1345,25700.638570000003,8411.0,6120.816954000001,0.014383
2703.0,1847.2360510000003,1704316,1435,28290.309375,8003.0,4521.555694000001,0.016341
3788.0,3214.894929,1577459,1592,145363.85080400002,7860.0,3090.546845,0.0118959999999999
2523.0,1943.168102,2048551,1746,330396.31795,10630.0,4906.531907999999,0.01392
5819.0,5035.086339,1765509,1594,50539.240005,9234.0,4468.688257,0.0113239999999999
15280.0,13639.441157,1490846,1426,49189.198142,10271.0,4179.948095,0.011629
3230.0,4606.61807,1513420,1593,45510.104465,6618.0,3484.151169,0.005294
12263.0,9298.256367,1630263,1172,22799.002572,8237.0,2395.197825,0.5240699999999999
10534.0,20889.113339,2446585,1687,23039.232537,8808.0,3927.8211820000006,0.023975
4222.0,3158.0011640000007,1722515,1542,23368.030602,9970.0,7525.007492,0.033192
4253.0,4315.146923,1975139,1499,24843.987955,8933.0,5943.489513,0.015164
4879.0,3348.213651,1954600,1293,23611.110418,9629.0,7528.278765999999,0.00731
3385.0,2027.465526,1342286,1053,18033.533519,13197.0,8937.023112,0.0096879999999999
3602.0,2998.6860250000004,1427164,1213,25954.449211,10657.0,9286.150939,0.0106
2839.0,1407.700002,2353502,1523,29122.160537000003,12381.0,7597.323267,0.009716
4253.0,3100.815833,3854499,2159,44907.890677,9571.0,4559.436879000001,0.012038
2821.0,1894.425356,2512084,1603,27902.561512,10066.0,4504.769174999999,0.010589
4259.0,3289.281216,1719290,1340,31598.51662,11210.0,5192.782075,0.0908269999999999
6055.0,3031.206982,1807136,1353,31506.148692,9234.0,3906.949038,0.009717
3540.0,2220.9631229999995,1569208,1329,28501.064348,10182.0,4252.465106,0.011316
4005.0,4040.65964,2399543,1530,31431.355807,9629.0,5063.982064,0.006782
17993.0,7817.812455,1990741,1417,24979.298938,10929.0,27019.458048,0.0022129999999999
16723.0,7959.610054,1697649,1390,23765.903551,10454.0,4251.343754,0.007535
